"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",395888.14,395892.8,3282988.62,3282992.69,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"2",395915.51,395917.99,3282980.07,3282983.5,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"3",395048.23,395052.87,3282940.19,3282943.36,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"4",395634.46,395639.87,3282745.04,3282751.89,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"5",395107.51,395115.47,3282745.26,3282750.35,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"6",395390.33,395395.38,3282743.88,3282748.93,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"7",395444.67,395450.9,3282744.64,3282750.96,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"8",395568.02,395572.44,3282745.33,3282751.28,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"9",395585.96,395591.32,3282745.34,3282750.33,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"10",395670.11,395673.58,3282744.67,3282748.43,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"11",395378.03,395383.35,3282743.17,3282749.7,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"12",395562.51,395563.38,3282745.57,3282749.39,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1008","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"13",395563.59,395568.48,3282743.58,3282750.47,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1009","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"14",395077.51,395084.48,3282940.53,3282943.98,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_101","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"15",395572.06,395578.79,3282744.51,3282750.39,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1010","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"16",395613,395619.37,3282743.23,3282749.72,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1011","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"17",395619.59,395624.02,3282743.29,3282748.79,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1012","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"18",395650.55,395651.82,3282746.66,3282747.92,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1013","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"19",395345.58,395348.32,3282744.7,3282748.43,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1014","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"20",395385.21,395390.94,3282743.53,3282747.87,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1015","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"21",395639.64,395643.23,3282745.07,3282747.27,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1016","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"22",395652.04,395659.96,3282741.82,3282750.99,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1017","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"23",395126.2,395132.14,3282742.56,3282747.57,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1018","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"24",395325.23,395328.44,3282744.51,3282747.98,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1019","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"25",395113.06,395119.11,3282939.53,3282945.99,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_102","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"26",395348.69,395351.96,3282744.9,3282747.5,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1020","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"27",395367.09,395373.35,3282739.06,3282747.66,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1021","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"28",395435.09,395442.47,3282742.63,3282749.98,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1022","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"29",395373.04,395377.65,3282741.17,3282747.14,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1023","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"30",395397.94,395404.39,3282742.19,3282747.2,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1024","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"31",395414.1,395419.47,3282741.66,3282748.35,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1025","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"32",395555.56,395558.73,3282741.21,3282746.92,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1026","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"33",395106.52,395115.97,3282740.04,3282747.19,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1027","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"34",395357.69,395360.71,3282743.17,3282746.89,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1028","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"35",395452.07,395459.46,3282739.18,3282747.64,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1029","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"36",395254.52,395260.86,3282937.77,3282944.26,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_103","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"37",395578.54,395584.42,3282740.58,3282747.47,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1030","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"38",395584.6,395588.87,3282743.34,3282747.87,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1031","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"39",395589.06,395592.93,3282741.88,3282746.88,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1032","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"40",395601.53,395606.46,3282742.52,3282747.73,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1033","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"41",395624.05,395629.69,3282743.02,3282745.96,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1034","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"42",395419.64,395424.33,3282742.67,3282747.44,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1035","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"43",395593.38,395597.69,3282741.66,3282746.76,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1036","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"44",395606.54,395612.99,3282742.05,3282747,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1037","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"45",395632.63,395637.68,3282742.53,3282747.37,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1038","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"46",395639.83,395643.83,3282741.54,3282744.97,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1039","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"47",395084.52,395090.53,3282936.55,3282943.92,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_104","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
"48",395116.12,395120.49,3282739.65,3282743.95,"NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud_laz_silva_1040","NEON_D03_OSBS_DP1_395000_3282000_classified_point_cloud.laz","2017_OSBS_3_395000_3282000_image.tif","Tree"
